MAINUPC,ITEMNAME,SizeName,PackName,ItemPrice,TOTALQTY_MULTI,CaseCost,Margin,ItemTypeDesc
08954012547,HIRAM WALKER APRICOT BRANDY,750ML,,0.00,0,,0.00,
08954012550,HIRAM WALKER BLACKBERRY,750ML,,0.00,0,0.00,0.00,
08954012563,HIRAM WALKER WHITE CACAO,750ML,,0.00,0,0.00,0.00,
08954012574,HIRAM WALKER ROCK & RYE,750ML,,0.00,0,,0.00,
08954012576,HIRAM WALKER CREME DE BANANA,1.0L,Single,0.00,0,10.79,0.00,
08954012580,HIRAM WALKER CREME DE CASSIS,750ML,,0.00,0,,0.00,
08954012590,HIRAM WALKER CREME DE MENTHE,1.0L,Single,0.00,0,,0.00,
08954013543,ARANDAS GOLD,1.0L,,0.00,0,0.00,0.00,
08954013549,ARANDAS WHITE,1.0L,,0.00,0,0.00,0.00,
08954014538,HIRAM WALKER TRIPLE SEC,375ML,,0.00,0,,0.00,
08954014552,HIRAM WALKER GINGER BRANDY,375ML,,0.00,0,,0.00,
08954014553,HIRAM WALKER APRICOT BRANDY,375ML,,0.00,0,,0.00,
08954014563,KAHLUA COFFEE LIQUEUR,375ML,,0.00,0,0.00,0.00,
08954019597,HIRAM WALKER RED HOT,375ML,,0.00,0,,0.00,
08954032491,HIRAM WALKER KIRSCHWASSER,375ML,,0.00,0,,0.00,
08954033347,BEEFEATER DRY GIN,1.75L,,0.00,0,160.46,0.00,
08954035281,BALLANTINE'S SCOTCH,1.75L,,0.00,0,143.46,0.00,
08954042324,KAHLUA R.T.D. WHITE RUSSIAN,1.75L,,0.00,0,89.46,0.00,
08954044903,MALIBU RUM COCONUT,375ML,,0.00,0,8.94,0.00,
08954044932,MALIBU RUM COCONUT,1.75L,,0.00,0,166.46,0.00,
08954044935,MALIBU RUM COCONUT,200ML,,0.00,0,5.22,0.00,
08954045392,MALIBU RUM COCONUT,50ML,Single,0.00,0,1.49,0.00,
08954046644,MALIBU RUM COCONUT PLASTIC,750ML,,0.00,0,197.92,0.00,
08954049960,HIRAM WALKER PUMPKIN SPICE,750ML,,0.00,0,,0.00,
08954050487,KAHLUA MIDNIGHT,1.0L,,0.00,0,0.00,0.00,
08954050758,BEEFEATER DRY GIN,750ML,,0.00,0,202.92,0.00,
08954051031,MALIBU RUM COCONUT,750ML,,0.00,0,200.00,0.00,
08954052017,MALIBU RUM COCONUT BLACK,50ML,Single,0.00,0,120.00,0.00,
08954053549,ABSOLUT RTD LIME/CUCUMBER,12 OZ,4-Pack,0.00,0,12.00,0.00,
08954053551,ABSOLUT RTD GRAPEFRUIT/ROSEMARRY,12 OZ,4-Pack,0.00,0,12.00,0.00,
08954053553,ABSOLUT RTD RASP./LEMONGRASS,12 OZ,4-Pack,0.00,0,12.00,0.00,
08954130089,GROTH CAB SAUV,750ML,,0.00,0,598.92,0.00,
08955200177,WEST CORK ORIGINAL,750ML,,0.00,0,,0.00,
08955200178,WEST CORK SINGLE MALT,750ML,,0.00,0,,0.00,
08955200207,POGUES IRISH,750ML,,0.00,0,,0.00,
08955200272,JOHN L. SULLIVAN IRISH,750ML,,0.00,0,17.43,0.00,
08955210011,RUBINOFF VODKA,1.75L,,0.00,0,62.64,0.00,
08955291122,GRAVES GRAIN,1.0L,Single,0.00,0,214.92,0.00,
08955291124,GRAVES GRAIN ALCOHOL,375ML,,0.00,0,7.49,0.00,
08955292022,ST ELDER ELDERFLOWER,750ML,,0.00,0,13.99,0.00,
08963619000,WENTE MORNING FOG CHARDONNAY,750ML,,0.00,0,108.00,0.00,
08968320131,MARASKA MARASCHINO CHERRIES,14 oz,Single,0.00,0,14.50,0.00,
08970846074,PINNACLE WHIPPED,1.75L,,0.00,0,86.98,0.00,
08970852526,THREE OLIVES CHOCOLATE,1.0L,,0.00,0,0.00,0.00,
08970852926,THREE OLIVES ROOT BEER,1.0L,,0.00,0,0.00,0.00,
08974432760,FOLONARI VALPOLICELLA,1.5L,,0.00,0,,0.00,
08974432961,CHARTREUSE GREEN,750ML,,0.00,0,51.09,0.00,
08974440253,TRAPICHE OAK CASK CHARDONNAY,750ML,,0.00,0,,0.00,
08974440255,TRAPICHE CABERNET SAUVIGNON,750ML,,0.00,0,,0.00,
08974440258,TRAPICHE MALBEC,750ML,,0.00,0,72.24,0.00,
08974442242,BOURGOGNE LES SETILLES,750ML,,0.00,0,,0.00,
08974442392,DOMAINE CHRISTIAN MOREAU,750ML,,0.00,0,,0.00,
08974442472,DON DAVID MALBEC RESERVE,750ML,,0.00,0,,0.00,
08974475050,TRAPICHE BROQUEL,750ML,,0.00,0,,0.00,
08974475058,PASCAL JOLIVET,750ML,,0.00,0,0.00,0.00,
08974475227,ASTICA CHARDONNAY,750ML,,0.00,0,58.00,0.00,
08974475230,ASTICA CAB. SAUV.,750ML,,0.00,0,58.00,0.00,
08974475232,ASTICA MALBEC,750ML,,0.00,0,58.00,0.00,
08974475235,ASTICA SAUV. BLANC,750ML,,0.00,0,58.00,0.00,
08974475371,MICHEL TORINO ROSE,750ML,,0.00,0,,0.00,
08974475373,CUMA ORGANIC MALBEC,750ML,,0.00,0,0.00,0.00,
08974475374,CUMA ORGANIC CAB.,750ML,,0.00,0,,0.00,
08974475986,MARCHESI DI BAROLO MARAIA,750ML,,0.00,0,,0.00,
08974475997,HECHT & BANNIER VIN BLANC,750ML,,0.00,0,,0.00,
08974476050,LUIGI BOSCA MALBEC,750ML,,0.00,0,160.00,0.00,
08974476093,FATTORIA DEI BARBI,750ML,,0.00,0,,0.00,
08974476168,STEPHANE AVIRON BROUILLY,750ML,,0.00,0,198.00,0.00,
08974476437,HOFSTATTER PINOT NERO,750ML,,0.00,0,,0.00,
08974476445,O.P. ANDERSON AQUAVIT,1.0L,,0.00,0,26.10,0.00,
08974476487,SANTI VENTALE VALPOLICELLA,750ML,,0.00,0,,0.00,
08974476515,FOLONARI PROSECCO,750ML,,0.00,0,,0.00,
08974476550,RIUNITE LAMBRUSCO,1.5L,,0.00,0,41.76,0.00,
08974476636,BOLLA PINOT GRIGIO,1.5L,,0.00,0,61.46,0.00,
08974476646,BOLLA VALPOLICELLA,1.5L,,0.00,0,61.46,0.00,
08981900197,BERINGER FOUNDERS PINOT NOIR,750ML,,0.00,0,82.00,0.00,
08981900201,MATUA ROSE,750ML,,0.00,0,109.12,0.00,
08981900283,STAG'S LEAP OAKVILLE CAB SAUV,750ML,,0.00,0,588.00,0.00,
08981900347,BERINGER KNIGHT VALLEY CAB,750ML,,0.00,0,240.02,0.00,
08981900443,MATUA SAUV.BLANC CAN,8 OZ,4-Pack,0.00,0,55.00,0.00,
08981900652,BERINGER WHITE ZINFANDEL,750ML,,0.00,0,50.32,0.00,
08981903842,BERINGER WHITE ZINFANDEL,1.5L,,0.00,0,44.96,0.00,
08981904240,STAG'S LEAP CAB.SAUV.,750ML,,0.00,0,655.92,0.00,
08981904720,BERINGER THIRD CENTURY,750ML,,0.00,0,,0.00,
08981905509,CHATEAU ST JEAN CHARDONNAY,750ML,,0.00,0,97.84,0.00,
08981906015,MERIDIAN CHARDONNAY,1.5L,,0.00,0,67.16,0.00,
08981910221,BERINGER FOUNDERS CAB.SAUV.,1.5L,,0.00,0,80.96,0.00,
08981910223,BERINGER FOUNDER'S CHARDONNAY,1.5L,,0.00,0,80.46,0.00,
08981915802,MATUA SAUVIGNON BLANC,750ML,,0.00,0,105.00,0.00,
08981954301,BERINGER CALI. CAB SAUV,1.5L,,0.00,0,44.96,0.00,
08981954313,BERINGER CALI. CHARDONNAY,1.5L,,0.00,0,44.96,0.00,
08981954431,BE PEACHY WHITE PEACH BELLINI,750ML,,0.00,0,,0.00,
08981971187,BV COASTAL CHARDONNAY,1.5L,,0.00,0,,0.00,
08981971547,CAVALIERE TOSCANA RED ,750ML,,0.00,0,72.00,0.00,
08981971564,BV COASTAL REDBLEND,1.5L,,0.00,0,,0.00,
08981972024,BERINGER BOUR. BARREL CAB SAUV,750ML,,0.00,0,111.96,0.00,
08981972212,THE WALKING DEAD CHARDONNAY,750ML,,0.00,0,,0.00,
08981975600,ETUDE PINOT NOIR CARNEROS,750ML,,0.00,0,30.88,0.00,
08981978463,BERINGER MINI WHITE ZINFANDEL,187ML,4-Pack,0.00,9 | 2,33.00,0.00,M
08981981318,GREG NORMAN RUSSIAN RIVER CHARD,750ML,,0.00,0,118.92,0.00,
08981981320,GREG NORMAN PASO CAB SAUV,750ML,,0.00,0,136.00,0.00,
08981981324,GREG NORMAN ESTATES PINOT NOIR,750ML,,0.00,0,,0.00,
08981984698,BERINGER THIRD CENTURY,750ML,,0.00,0,,0.00,
08982690033,TECATE ORIGINAL CAN,12 OZ,12-Pack,0.00,0,22.48,0.00,
08983290117,GRAN PASSIONE ROSSO,750ML,,0.00,0,,0.00,
08985404091,WILD HORSE CHARDONNAY,750ML,,0.00,0,120.51,0.00,
08992421505,YUENGLING LIGHT BTL,12 OZ,24-Pack,0.00,0 | -42,20.99,0.00,M
08992423040,YUENGLING LIGHT BTL,12 OZ,12-Pack,0.00,0,21.65,0.00,
08992423050,YUENGLING LIGHT CAN,12 OZ,12-Pack,0.00,0,21.65,0.00,
08992427896,YUENGLING LAGER BTL,12 OZ,12-Pack,0.00,0,21.65,0.00,
08992427898,YUENGLING LAGER CAN,12 OZ,12-Pack,0.00,0,21.65,0.00,
08992433481,YUENGLING GOLDEN PILSNER CAN,12 OZ,12-Pack,0.00,-1 | -4,21.65,0.00,M
08992441003,YUENGLING LAGER BTL,12 OZ,24-Pack,0.00,-2 | -88 | -33,20.99,0.00,M
08992460024,YUENGLING LAGER CAN,24OZ,Single,0.00,0,31.20,0.00,
0901601341,CAFKA COFFE LIQUEUR,750ML,,0.00,0,,0.00,
0905193,USA GOLD ULTRA LIGHTS 100S,1PK,Single,0.00,0,,0.00,
0905593,WINSTON GOLD,1 box,Single,0.00,0,,0.00,
0906113,USA GOLD FULL FLAVOR 100S,1PK,Single,0.00,0,,0.00,
0906123,USA GOLD MENTHOL,1PK,Single,0.00,0,,0.00,
0906143,USA GOLD MENTHOL 100S,1PK,Single,0.00,0,,0.00,
0906163,USA GOLD FULL FLAVOR,1PK,Single,0.00,0,,0.00,
0906673,USA GOLD ULTRA LIGHTS,1PK,Single,0.00,0,,0.00,
0907140002,FLOATING ROCK CAB. SAUV.,750ML,,0.00,0,,0.00,
0919161112,SUPERNAUT IPA 12 OZ. CAN,12 OZ,6-Pack,0.00,0,32.99,0.00,
0919191111,NEW ENGLAND IMPERIAL STOUT,12 OZ,4-Pack,0.00,0,0.00,0.00,
09200002000,NOT YOUR FATHER'S ROOT BEER,12 OZ,6-Pack,0.00,0,34.22,0.00,
09367409312,THE GREAT WAVE SAUV.BLANC,750ML,,0.00,0,120.00,0.00,
09367409360,BEEFSTEAK CLUB MALBEC,750ML,,0.00,0,120.00,0.00,
09367409361,BEEFSTEAK CLUB SHIRAZ,750ML,,0.00,0,120.00,0.00,
0938520255,ARROWOOD CHARDONNAY,750ML,,0.00,0,,0.00,
09425400013,POST ROAD PUMPKIN ALE,12 OZ,Single,0.00,0,,0.00,
0946000014,TERRA D'ORA BARBERA,750ML,,0.00,0,,0.00,
0946000050,TERRA D'ORA PETITE SIRAH,750ML,,0.00,0,,0.00,
0946000055,TERRA D'ORO,750ML,,0.00,0,,0.00,
09479901004,GRAHAM SIX GRAPES RESERVE PORT,750ML,,0.00,0,19.99,0.00,
09479901008,GRAHAM'S TAWNY PORTO 10 YEAR,750ML,,0.00,0,29.99,0.00,
09479901112,GRAHAM TAWNY PORTO 20 YEAR,750ML,,0.00,0,45.99,0.00,
09479902008,DOW'S RESERVE TAWNY PORT,750ML,,0.00,0,20.99,0.00,
09479902052,DOW'S RESERVE PORTO,750ML,,0.00,0,0.00,0.00,
09492238426,TOSCHI VINEYARDS PINOT NOIR,750ML,,0.00,0,,0.00,
09492281132,SOIREE WINE AERATOR,1 box,Single,0.00,0,,0.00,
09492286871,HAMMER + SICKLE VODKA,1.75L,,0.00,0,,0.00,
09530114408,ROGUE PINK GIN,750ML,,0.00,0,,0.00,
09661975680,WATER WATER,16 OZ,Single,0.00,0,4.99,0.00,
09674900006,ELIJAH CRAIG SMALL BATCH 94PF,750ML,,0.00,0,322.92,0.00,
09674900204,BURNETT'S VODKA,750ML,,0.00,0,82.00,0.00,
09674900265,LARCENY BARREL PROOF,750ML,,0.00,0,49.99,0.00,
09674900287,ELIJAH CRAIG TOASTED BARREL,750ML,,0.00,0,0.00,0.00,
09674900304,BLACK VELVET CANADIAN WHISKEY,1.75L,,0.00,0,87.80,0.00,
09674900306,BLACK VELVET CANADIAN WHISKEY,750ML,,0.00,0,113.88,0.00,
09674902114,EVAN WILLIAMS KENTUCKY,1.75L,,0.00,0,137.46,0.00,
09674902124,EVAN WILLIAMS KENTUCKY,1L,,0.00,0,178.92,0.00,
09674902134,EVAN WILLIAMS KENTUCKY,750ML,,0.00,0,166.92,0.00,
09674902185,EVAN WILLIAMS CHERRY,750ML,,0.00,0,13.99,0.00,
09674908625,ADMIRAL NELSON SPICED RUM,750ML,,0.00,0,99.95,0.00,
09674908631,ADMIRAL NELSON SPICED RUM,375ML,,0.00,0,104.48,0.00,
09674914132,EVAN WILLIAMS 1783 SMALL BATCH,750ML,,0.00,0,,0.00,
09674920031,BURNETT'S VODKA 80*,1.75L,,0.00,0,84.46,0.00,
09674920034,BURNETT'S CITRUS VODKA,750ML,,0.00,0,,0.00,
09674920036,BURNETT'S ORANGE,750ML,,0.00,0,,0.00,
09674920037,BURNETT'S RASPBERRY,750ML,,0.00,0,0.00,0.00,
09674920044,BURNETT'S VANILLA,750ML,,0.00,0,,0.00,
09674920055,HENRY MCKENNA BOURBON,1.75L,,0.00,0,125.46,0.00,
09674920056,HENRY MCKENNA 10 YEARS,750ML,,0.00,0,45.99,0.00,
09674920091,BURNETT'S GRAPE,750ML,,0.00,0,,0.00,
09674920100,BURNETT'S MANGO VODKA,750ML,,0.00,0,,0.00,
09674920108,BURNETT'S CHERRY VODKA,750ML,,0.00,0,,0.00,
09674920165,BURNETT'S COCONUT,750ML,,0.00,0,,0.00,
09674920305,BURNETT'S STRAWBERRY,750ML,,0.00,0,,0.00,
09674922840,JW DANT BOURBON WHISKEY,1.0L,Single,0.00,0,,0.00,
0967494,ELIJAH CRAIG SMALL BATCH,50ML,Single,0.00,0,28.20,0.00,
09674940030,DUBONNET BLANC,750ML,,0.00,0,,0.00,
09674940140,DUBONNET ROUGE,1.0L,,0.00,0,0.00,0.00,
09674947221,ELIJAH CRAIG,750ML,,0.00,0,56.99,0.00,
09674949930,ANSAC VS,750ML,,0.00,0,,0.00,
09674970175,MELLOW CORN STRAIGHT CORN,750ML,,0.00,0,,0.00,
09674990801,LUNAZUL REPOSADO,1.0L,,0.00,0,220.92,0.00,
09674990802,LUNAZUL BLANCO,1.0L,,0.00,0,220.92,0.00,
09674990859,LUNAZUL REPOSADO ROUND,1.0L,,0.00,0,208.92,0.00,
09674990860,LUNAZUL BLANCO ROUND,1.0L,,0.00,0,208.92,0.00,
09674994003,PAMA LIQUOR,750ML,,0.00,0,111.46,0.00,
09754600200,SCHARFFENBERGER,750ML,,0.00,0,,0.00,
09754610200,ROEDERER ESTATE BRUT,750ML,,0.00,0,268.00,0.00,
09787100034,BARGEMONE ROSE,750ML,,0.00,0,136.00,0.00,
09787100329,BONIFACE APREMONT WHITE,750ML,,0.00,0,,0.00,
09787101647,VILLA DES ANGES SAUV BLANC,750ML,,0.00,0,88.00,0.00,
09792187210,ROMBAUER CAB.SAUV. NAPA,750ML,,0.00,0,288.00,0.00,
09792187710,ROMBAUER SAUV.BLANC NAPA,750ML,,0.00,0,240.00,0.00,
09792197010,ROMBAUER CHARDONNAY NAPA,750ML,,0.00,0,372.00,0.00,
09798514223,CUNE CRIANZA,750ML,,0.00,0,0.00,0.00,
09813700202,BLACK OPAL CAB / MERLOT,750ML,,0.00,0,,0.00,
09813722422,BLUE MARLIN CHARDONNAY,1.5L,,0.00,0,,0.00,
09813750525,ROTHBURY ESTATE SHIRAZ,1.5L,,0.00,0,,0.00,
09813799191,BLUE MARLIN CABERNET MERLOT,1.5L,,0.00,0,,0.00,
09838260921,CUPS 25 COUNT,9 OZ,Single,0.00,0,0.00,0.00,
09838261021,CUPS 25 COUNT,10 OZ,Single,0.00,0,,0.00,
09865219006,CLINE CHARDONNAY,750ML,,0.00,0,120.00,0.00,
09865235002,CLINE ZINFANDEL,750ML,,0.00,0,96.00,0.00,
09865284000,FARMHOUSE WHITE BLEND,750ML,,0.00,0,104.00,0.00,
09865284001,FARMHOUSE RED,750ML,,0.00,0,104.00,0.00,
09865290004,WHITE TRUCK UNOAKED CHARDONNAY,750ML,,0.00,0,,0.00,
09870902317,ARGIOLAS VERMENTINO,750ML,,0.00,0,,0.00,
09870908858,CATENA MALBEC,750ML,,0.00,0,160.00,0.00,
09870919800,VILLA MARIA SAUV BLANC,750ML,,0.00,0,112.00,0.00,
09870933100,TIEFENBRUNNER CHARDONNAY,750ML,,0.00,0,,0.00,
09870944037,TARAPACA GRAN RESERVA RED,750ML,,0.00,0,,0.00,
09880301130,HEITZ WINE CELLARS,750ML,,0.00,0,,0.00,
09998807136,MENAGE A TROIS SILK RED BLEND,750ML,,0.00,0,88.21,0.00,
09998837108,MENAGE A TROIS RED WINE,750ML,,0.00,0,88.21,0.00,
100822620,SMIRNOFF MINI ESPRESSO,50ML,Single,0.00,0,90.58,0.00,
101820000867,SHOCK TOP BTL.,12 OZ,12-Pack,0.00,0 | 0 | -5,24.98,0.00,M
101820025100,STELLA ARTOIS CIDRE BTL,12 OZ,6-Pack,0.00,0,36.98,0.00,
101820025943,MICH. ULTRA PURE GOLD CAN,12 OZ,12-Pack,0.00,-1 | 0,28.78,0.00,M
101820026065,BUD LIGHT SELTZER REMIX,12 OZ,12-Pack,0.00,0,28.78,0.00,
101820026068,BUD LIGHT LEMONADE,12 OZ,12-Pack,0.00,0,23.48,0.00,
10187292,RED BRIDGE,12 OZ,6-Pack,0.00,0,,0.00,
10189602,BUD LIGHT LIME A RITA CAN,8 OZ,12-Pack,0.00,0,19.48,0.00,
101996237100,FOLLEY BROTHERS PROSPECT,16 OZ,4-Pack,0.00,0,0.00,0.00,
101996261563,LONE PINE BRIGHTSIDE IPA 16 OZ,16 OZ,4-Pack,0.00,0,,0.00,
10220711,PABST BLUE RIBBON CAN,12 OZ,30-Pack,0.00,141 | 3 | 1,20.29,0.00,M
103061300050,BROOKLYN SEASONAL BTL.,12 OZ,6-Pack,0.00,0,32.99,0.00,
103061300055,BROOKLYN SEASONAL CAN,12 OZ,12-Pack,0.00,-1 | -33,28.98,0.00,M
10306132,BROOKLYN LAGER BTL.,12 OZ,12-Pack,0.00,0,28.98,0.00,
103065638782,FOWLD UP MANGO/HABANERO 16 OZ,16 OZ,4-Pack,0.00,0,,0.00,
10340101,HIGH LIFE 7 OZ 6 PK BTL,7 OZ,6-Pack,0.00,0,13.97,0.00,
10340211,HIGH LIFE 12 OZ. BTL.,12 OZ,18-Pack,0.00,-45 | -46 | -9,13.95,0.00,M
10418277,HARPOON IPA BTL,12 OZ,12-Pack,0.00,-4 | -30 | -1,28.62,0.00,M
104257204001,SCHOFFERHOFER GRAPEFRUIT BTL,12 OZ,6-Pack,0.00,0,35.50,0.00,
104257204411,SCHOFFERHOFER GRAPEFRUIT CAN,12 OZ,12-Pack,0.00,0,29.98,0.00,
104257205000,CLAUSTHALER NON ALCOHOLIC,12 OZ,6-Pack,0.00,0,28.98,0.00,
1049500000,BITBURGER REG. 16 OZ CAN,16 OZ,Single,0.00,0,0.00,0.00,
10496580,DIET COKE CANS,12 OZ,Single,0.00,0,14.99,0.00,
1066400000,LIME,,,0.00,0,0.00,0.00,
1066500000,WINNINGS RIESLING,750ML,,0.00,0,144.00,0.00,
107153706994,POLAR CLUB SODA 8 OZ BTL.,8 OZ,6-Pack,0.00,0,,0.00,
107231113011,DOS EQUIS AMBER BTL.,12 OZ,12-Pack,0.00,0,29.98,0.00,
107231113012,DOS EQUIS LAGER BTL.,12 OZ,12-Pack,0.00,0,29.98,0.00,
107231113021,SOL REG.,12 OZ,6-Pack,0.00,0,,0.00,
107289000619,HEINEKEN N/A CAN,12 OZ,12-Pack,0.00,-32 | -111,29.98,0.00,M
1074600000,ENVIRONMENT FEE,,,0.00,0,0.00,0.00,
1076100000,SIMI SPECIAL SELECTION CAB.,750ML,,0.00,0,83.46,0.00,
107800000045,SCHWEPPES SLIM CAN,12 OZ,12-Pack,0.00,0,,0.00,
107800000046,SCHWEPPES SLIM CAN,12 OZ,12-Pack,0.00,0,,0.00,
10783570,SCHWEPPES TONIC WATER 6 PK BTL,10 OZ,6-Pack,0.00,0,,0.00,
10783610,SCHWEPPES CLUB SODA 6 PK. BTL.,10 OZ,6-Pack,0.00,0,,0.00,
10806634,NEGRA MODELO  BTL.,12 OZ,12-Pack,0.00,0 | -54,29.40,0.00,M
108155301140,MEDALLA LIGHT 10 OZ CAN,10 OZ,6-Pack,0.00,0,23.98,0.00,
1081900000,SEAGRAMS ESCAPES MIX NO. 2,12 OZ,12-Pack,0.00,0,24.70,0.00,
108200072384,SMIRNOFF ICE,12 OZ,12-Pack,0.00,0,28.62,0.00,
108248812710,BECK'S NON-ALCOHOLIC,12 OZ,6-Pack,0.00,0,31.98,0.00,
108378311009,SIERRA NEVADA HAZY IPA CAN,12 OZ,6-Pack,0.00,0,35.99,0.00,
108382012355,GUINNESS STOUT BTL.,12 OZ,12-Pack,0.00,2 | -6 | 3,29.40,0.00,M
108382018101,GUINNESS DRAFT  BTL.,12 OZ,12-Pack,0.00,0,29.40,0.00,
108505360293,LIONSHEAD PILSNER,12 OZ,24-Pack,0.00,0,,0.00,
108678521109,CAVIT MINI PINOT GRIGIO,187ML,4-Pack,0.00,0,44.50,0.00,
108769200095,SAM ADAMS SEASONAL CAN,12 OZ,12-Pack,0.00,0,29.40,0.00,
108769200496,SAM ADAMS WICKED EASY CAN,12 OZ,12-Pack,0.00,93 | 1,29.40,0.00,M
108769200900,MARATHON BREWING,12 OZ,6-Pack,0.00,0,,0.00,
108769230053,SAM ADAMS SEASONAL BTL.,12 OZ,12-Pack,0.00,0,29.40,0.00,
108834510051,NEW CASTLE ALE 12 OZ BTL.,12 OZ,12-Pack,0.00,0,25.99,0.00,
108839400005,SPATEN OCTOBERFEST 6 PK.BTL.,750ML,,0.00,0,36.78,0.00,
1088500000,ORDER PROCESSING FEE,SINGL,,0.00,0,2.00,0.00,
108873390035,CIDERBOYS FIRST APPLE CAN,12 OZ,12-Pack,0.00,0,,0.00,
1089600000,ORDER PROCESSING FEE,SINGL,,0.00,0,2.00,0.00,
1090700000,WOODBRIDGE MERLOT SCREW CAP,750ML,,0.00,0,51.00,0.00,
109492205341,CITY STEAM NAUGHTY NURSE,12 OZ,6-Pack,0.00,0,36.99,0.00,
1101100000,ZERO GRAVITY MCLIGHTYS,12 OZ,12-Pack,0.00,0 | -5,23.98,0.00,M
1102100000,THOMAS HOOKER GOAT-ADE SHANDY,16 OZ,4-Pack,0.00,0,54.00,0.00,
1104400000,WALTER HANSEL CHARDONNAY,750ML,,0.00,0,228.00,0.00,
1106900000,MALIBU STRAWBERRY ,1.75L,,0.00,0,29.99,0.00,
1107000000,MALIBU WATERMELON,1.75L,,0.00,0,29.99,0.00,
1110300000,RECESS BLACK CHERRY,12 OZ,4-Pack,0.00,0 | -14,48.00,0.00,M
1110400000,RECESS BLOOD ORANGE CBD,12 OZ,4-Pack,0.00,0 | -8,36.00,0.00,M
1110500000,RECESS PEACH/GINGER,12 OZ,4-Pack,0.00,0 | -11,36.00,0.00,M
1116400000,BLUE MOON REG CAN,12 OZ,6-Pack,0.00,0,28.65,0.00,
1116500000,WATER 16.9 OZ ,16 OZ,40 PACK,0.00,0,4.49,0.00,
1125200000,NO ADDED SULFITES,,,0.00,0,0.00,0.00,
1128400000,CANDELA DIPA NEW PARK,16 OZ,4-Pack,0.00,0,85.00,0.00,
1133000000,ROSE & ROLL,750ML,,0.00,0,110.00,0.00,
1135300000,CHALK HILL RUSSIAN RIVER CHARD,750ML,,0.00,0,72.00,0.00,
1138100000,KONA BIG WAVE,12 OZ,18-Pack,0.00,0 | -11,17.99,0.00,M
1139600000,KJ LOW CALORIE CHARD,750ML,,0.00,0,120.00,0.00,
1143300000,PAPER BAG NO.2,SINGL,PAPER BAG NO.12,0.00,0,32.95,0.00,
1148100000,MARZEN BY NEW PARK ,16 OZ,4-Pack,0.00,0,68.00,0.00,
1155700000,CLOTH BAG,SINGL,,0.00,0,0.15,0.00,
1158500000,WOODBRIDGE CAB SAUV SCREW CAP,750ML,,0.00,0,51.00,0.00,
118195400001,PERONI REG BTL,12 OZ,Single,0.00,0,0.00,0.00,
118636001003,COLLECTIVE ART,16 OZ,Single,0.00,0,,0.00,
118636001012,COLLECTIVE ART,16 OZ,Single,0.00,0,,0.00,
118636005020,COLLECTIVE ART HAZY IPA,16 OZ,Single,0.00,0,,0.00,
118873900000,CALDERA IPA 12 OZ CAN,12 OZ,Single,0.00,0,,0.00,
1208066095685,CORONA REG. CAN,12 OZ,18-Pack,0.00,0,20.98,0.00,
1208066095755,MODELO ESPECIAL CAN,12 OZ,18-Pack,0.00,0,20.10,0.00,
1208992423030,YUENGLING LIGHT CAN,12 OZ,24-Pack,0.00,0 | -19 | -16,20.99,0.00,M
1208992478887,YUENGLING LAGER CAN,12 OZ,24-Pack,0.00,0 | -57 | -60,20.99,0.00,M
12500274135,MANNYS ULTIMATE BLOODY MARY MIX,25 OZ,,0.00,0,76.00,0.00,
1281153801619,BUSHMILLS IRISH WHISKEY,50ML,12-Pack,0.00,0,,0.00,
160275500198,FIRESTONE WALKER,12 OZ,Single,0.00,0,,0.00,
160275500509,FIRESTONE WALKER,16 OZ,Single,0.00,0,,0.00,
161403612013,NEW HOLLAND KOMBUCHA IPA 12 OZ,12 OZ,Single,0.00,0,,0.00,
163123412111,SWEET WATER PALE ALE (420),12 OZ,Single,0.00,0,,0.00,
163123430001,SWEET WATER PALE ALE (420),12 OZ,Single,0.00,0,,0.00,
163123433111,SWEET WATER G 13 IPA 12 OZ CAN,12 OZ,Single,0.00,0,,0.00,
163470301601,COTTRELL INCREDIBLY DOUBLE IPA,12 OZ,Single,0.00,0,,0.00,
163470301801,COTTRELL OFF DUTY 12 OZ. CAN,12 OZ,Single,0.00,0,,0.00,
163770407101,TROEGS WINTER IPA 12 OZ CAN,12 OZ,Single,0.00,0,,0.00,
163770407201,TROEGS PERPETUAL IPA 16 OZ,12 OZ,Single,0.00,0,,0.00,
163770410001,TROEGS MAD ELF 12 OZ BTL.,12 OZ,Single,0.00,0,,0.00,
163848900020,DOGFISH HEAD 120 MIN. IPA,12 OZ,Single,0.00,0,0.00,0.00,
164944000006,OMMEGANG PALE SOUR ALE,12 OZ,Single,0.00,0,,0.00,
164944000011,OMMEGANG ABBEY ALE DUBBEL,12 OZ,Single,0.00,0,,0.00,
164944000105,OMMEGANG NIRVANA IPA 16 OZ CAN,12 OZ,Single,0.00,0,,0.00,
164944000252,OMMEGANG CIDER,12 OZ,Single,0.00,0,,0.00,
164944000254,OMMEGANG CIDER,12 OZ,Single,0.00,0,,0.00,
165458000616,TWO BROTHERS,12 OZ,Single,0.00,0,,0.00,
166359314439,BANDED BREWING CO.,16 OZ,Single,0.00,0,,0.00,
167243800046,BALLAST POINT,12 OZ,Single,0.00,0,,0.00,
167243800100,BALLAST POINT,12 OZ,Single,0.00,0,,0.00,
171925600206,LONG TRAIL CBD BLUEBERRY,12 OZ,Single,0.00,0,0.00,0.00,
171925600207,LONG TRAIL CBD RASP./LIME,12 OZ,Single,0.00,0,0.00,0.00,
